漢字,訓読み
吞,の（む）
扮,かざ（る）
扮,よそお（う）
苅,か（る）
辿,たど（る）
庇,かば（う）
杜,ふさ（ぐ）
坐,いま（す）
坐,おわ（す）
坐,すわ（る）
坐,ましま（す）
冴,こお（る）
呑,の（む）
灼,や（く）
汲,く（む）
汲,ひ（く）
杓,しゃく（う）
亨,とお（る）
亨,に（る）
迄,いた（る）
迄,およ（ぶ）
迂,まが（る）
怯,ひる（む）
欣,よろこ（ぶ）
姑,しばら（く）
苒,しげ（る）
苒,すす（む）
咒,のろ（う）
咒,まじな（う）
或,あ（る）
奄,おお（う）
岨,そばだ（つ）
沓,むさぼ（る）
杭,わた（る）
昂,たかぶ（る）
昏,くら（む）
卦,うらな（う）
阿,おもね（る）
阿,よ（る）
穿,うが（つ）
穿,つらぬ（く）
穿,は（く）
穿,ほじく（る）
穿,ほじ（る）
茸,しげ（る）
叛,そむ（く）
剃,そ（る）
矧,は（ぐ）
宥,ゆる（す）
歪,いが（む）
歪,ひず（む）
歪,ゆが（む）
廻,まわ（す）
廻,まわ（る）
廻,めぐ（る）
臥,ふ（す）
咳,しわぶ（く）
咳,せ（く）
砥,と（ぐ）
砥,みが（く）
凌,しの（ぐ）
耽,ふけ（る）
恕,おもいや（る）
恕,ゆる（す）
栗,おのの（く）
栖,す（む）
啄,ついば（む）
窄,すぼ（む）
窄,つぼ（む）
涌,わ（く）
柴,ふさ（ぐ）
挺,ぬ（く）
晒,さら（す）
晋,すす（む）
砺,と（ぐ）
砺,みが（く）
凋,しぼ（む）
唖,わら（う）
娩,う（む）
倦,あぐ（む）
倦,う（む）
匪,あら（ず）
挽,ひ（く）
訊,き（く）
訊,と（う）
捌,さば（く）
倖,へつら（う）
晃,ひか（る）
涜,あなど（る）
涜,けが（す）
浩,おご（る）
閃,ひらめ（く）
琢,みが（く）
紬,つむ（ぐ）
婁,つな（ぐ）
捺,お（す）
掻,か（く）
崕,かどだ（つ）
捷,か（つ）
淋,したた（る）
淋,そそ（ぐ）
啞,わら（う）
掩,おお（う）
掩,かば（う）
惟,おも（う）
惟,おもんみ（る）
寅,つつし（む）
祷,いの（る）
祷,まつ（る）
捲,ま（く）
捲,まく（る）
捲,めく（る）
牽,ひ（く）
掬,すく（う）
掬,むす（ぶ）
烹,に（る）
萌,きざ（す）
萌,めぐ（む）
萠,きざ（す）
萠,めぐ（む）
逢,あ（う）
悉,ことごと（く）
悉,つく（す）
這,は（う）
掠,かす（る）
掠,さら（う）
掠,むちう（つ）
淀,よど（む）
掴,つか（む）
畢,ことごと（く）
偲,しの（ぶ）
貰,もら（う）
貰,ゆる（す）
揃,そろ（う）
詑,あざむ（く）
棲,す（む）
溌,そそ（ぐ）
焚,た（く）
焚,や（く）
遥,さまよ（う）
湛,しず（む）
湛,ふけ（る）
註,ときあか（す）
葢,おお（う）
董,ただ（す）
喋,しゃべ（る）
喋,ふ（む）
巽,ゆず（る）
喬,おご（る）
揖,ゆず（る）
欽,うやま（う）
欽,つつし（む）
堰,せ（く）
疏,うと（む）
疏,とお（す）
疏,とお（る）
惹,ひ（く）
惹,まね（く）
斯,か（く）
粥,ひさ（ぐ）
葺,つくろ（う）
葺,ふ（く）
喰,く（う）
覗,うかが（う）
覗,のぞ（く）
寓,やど（る）
蒙,おお（う）
蒙,こうむ（る）
嵩,かさ（む）
傭,やと（う）
猷,はか（る）
愈,まさ（る）
逼,せま（る）
摸,うつ（す）
摸,さぐ（る）
跨,また（ぐ）
蒔,ま（く）
蒼,しげ（る）
搔,か（く）
溢,おご（る）
溯,さかのぼ（る）
煉,ね（る）
溜,したた（る）
詫,ほこ（る）
稔,つ（む）
稔,みの（る）
嘘,は（く）
嘘,ふ（く）
煽,あお（る）
煽,おこ（る）
蔭,おお（う）
蔭,しげ（る）
厭,いと（う）
漉,こ（す）
漉,す（く）
摺,くじ（く）
摺,す（る）
摺,たた（む）
瑳,みが（く）
膏,うるお（す）
斡,つかさど（る）
斡,めぐ（る）
頗,かたよ（る）
頗,すこぶ（る）
摑,つか（む）
駁,なじ（る）
蔓,はびこ（る）
僑,やど（る）
窪,くぼ（む）
綴,つづ（る）
熔,い（る）
赫,かがや（く）
漕,こ（ぐ）
漕,はこ（ぶ）
竪,た（つ）
潅,そそ（ぐ）
暢,とお（る）
劃,くぎ（る）
槌,う（つ）
潑,そそ（ぐ）
漑,すす（ぐ）
漑,そそ（ぐ）
噓,は（く）
噓,ふ（く）
劉,ころ（す）
駕,しの（ぐ）
駕,の（る）
蕃,しげ（る）
撹,みだ（す）
幡,ひるがえ（る）
磐,わだかま（る）
蕪,しげ（る）
僻,かたよ（る）
僻,ひが（む）
鋪,し（く）
嬉,あそ（ぶ）
駈,か（る）
駈,お（う）
翫,あなど（る）
翫,むさぼ（る）
翫,もてあそ（ぶ）
誹,そし（る）
諒,さと（る）
噛,かじ（る）
噛,か（む）
撰,えら（ぶ）
撒,ま（く）
撚,ひね（る）
撚,よ（る）
鋤,す（く）
蝉,つづ（く）
撞,つ（く）
蝕,むしば（む）
歎,なげ（く）
播,し（く）
播,ま（く）
蕩,あら（う）
蕩,うご（く）
蕩,はら（う）
諏,と（う）
諏,はか（る）
豎,た（つ）
薙,か（る）
薙,そ（る）
薙,な（ぐ）
錫,たま（う）
窺,うかが（う）
窺,のぞ（く）
諜,うかが（う）
諜,さぐ（る）
諜,しめ（す）
翰,と（ぶ）
餐,く（う）
餐,の（む）
儘,ことごと（く）
醗,かも（す）
樵,きこ（る）
樵,こ（る）
謂,い（う）
澱,よど（む）
燕,くつろ（ぐ）
繋,つな（ぐ）
嬰,めぐ（る）
擢,ぬ（く）
霞,かす（む）
瞥,み（る）
鞠,かが（む）
鞠,やしな（う）
膿,う（む）
濡,うるお（う）
濡,とどこお（る）
禦,ふせ（ぐ）
糞,つちか（う）
糞,はら（う）
趨,うなが（す）
趨,おもむ（く）
趨,はし（る）
鞭,むちう（つ）
謬,あやま（る）
蟬,つづ（く）
鎔,い（る）
擾,さわ（ぐ）
鎧,よろ（う）
瀆,あなど（る）
瀆,けが（す）
嚙,かじ（る）
嚙,か（む）
穣,みの（る）
簸,あお（る）
簸,ひ（る）
瀕,せま（る）
瀕,そ（う）
曝,さら（す）
蘇,よみがえ（る）
繫,つな（ぐ）
顚,くつがえ（る）
禱,いの（る）
禱,まつ（る）
醱,かも（す）
顛,くつがえ（る）
寵,めぐ（む）
櫛,くしけず（る）
礪,と（ぐ）
礪,みが（く）
馨,かお（る）
耀,かがや（く）
纂,つ（ぐ）
灌,そそ（ぐ）
轟,とどろ（く）
纏,まつ（る）
纏,まと（う）
韃,むちう（つ）
纒,まつ（る）
纒,まと（う）
饗,もてな（す）
攪,みだ（す）
內,い（る）
沒,しず（む）
沒,し（ぬ）
每,むさぼ（る）
成,な（す）
成,な（る）
步,あゆ（む）
步,ある（く）
免,う（む）
免,ゆる（す）
芽,めぐ（む）
尙,たっと（ぶ）
尙,とうと（ぶ）
拔,ぬ（く）
戾,もど（す）
戾,もど（る）
戾,いた（る）
戾,もと（る）
爭,あらそ（う）
舍,お（く）
舍,やど（る）
周,あまね（く）
周,めぐ（る）
屆,とど（く）
卷,ま（く）
兩,ふた（つ）
拂,はら（う）
亞,つ（ぐ）
來,く（る）
來,きた（す）
來,きた（る）
𦤶,いた（す）
突,つ（く）
卽,つ（く）
侮,あなど（る）
拜,おが（む）
祈,いの（る）
臭,にお（う）
祝,いわ（う）
祝,た（つ）
祝,の（る）
祝,のろ（う）
涉,わた（る）
缺,か（く）
乘,の（る）
晉,すす（む）
效,き（く）
效,いた（す）
效,なら（う）
挾,はさ（む）
挾,さしはさ（む）
倂,なら（ぶ）
祕,かく（す）
竝,なら（ぶ）
悅,よろこ（ぶ）
益,ま（す）
陷,おちい（る）
處,お（く）
處,お（る）
從,したが（う）
參,まい（る）
產,う（む）
淸,す（む）
殺,ころ（す）
殺,けず（る）
殺,そ（ぐ）
脫,ぬ（ぐ）
硏,と（ぐ）
硏,みが（く）
假,か（す）
單,ひと（つ）
喝,おど（す）
喝,しか（る）
曾,ま（す）
盜,ぬす（む）
盜,と（る）
發,あば（く）
發,た（つ）
發,はな（つ）
發,ひら（く）
勞,いたわ（る）
勞,ねぎら（う）
勞,はたら（く）
插,さ（す）
插,さしはさ（む）
插,はさ（む）
爲,す（る）
爲,つく（る）
爲,な（す）
爲,な（る）
畫,えが（く）
畫,かぎ（る）
畫,か（く）
畫,はか（る）
搜,さが（す）
惱,なや（む）
割,わ（る）
割,さ（く）
剩,あま（す）
剩,あま（る）
逸,うしな（う）
逸,はし（る）
逸,はや（る）
琢,みが（く）
殘,のこ（す）
殘,のこ（る）
貳,ふた（つ）
圍,かこ（う）
圍,かこ（む）
壹,ひと（つ）
惠,めぐ（む）
渴,かわ（く）
渴,むさぼ（る）
視,み（る）
著,あらわ（す）
著,き（る）
著,つ（く）
惡,にく（む）
愼,つつし（む）
肅,つつし（む）
飯,くら（う）
溫,つつ（む）
傳,つた（う）
裝,よそお（う）
裝,よそ（う）
碎,くだ（く）
搖,ゆ（る）
經,へ（る）
經,た（つ）
會,あ（う）
飮,の（む）
飮,みずか（う）
亂,みだ（す）
煮,に（る）
號,さけ（ぶ）
與,あずか（る）
嘆,なげ（く）
署,しる（す）
寬,くつろ（ぐ）
滯,とどこお（る）
飼,か（う）
飼,やしな（う）
遙,さまよ（う）
賓,したが（う）
實,みの（る）
圖,はか（る）
慘,いた（む）
稱,かな（う）
稱,はか（る）
寢,ね（る）
僞,いつわ（る）
盡,ことごと（く）
壽,ことほ（ぐ）
舖,し（く）
澁,しぶ（る）
徵,め（す）
賣,う（る）
練,ね（る）
憎,にく（む）
彈,はず（む）
彈,ひ（く）
彈,ただ（す）
彈,はじ（く）
醉,よ（う）
緣,よ（る）
歐,は（く）
墮,こぼ（つ）
毆,う（つ）
毆,たた（く）
毆,なぐ（る）
樂,この（む）
廢,すた（る）
寫,うつ（す）
寫,うつ（る）
增,ま（す）
踐,ふ（む）
曉,さと（る）
燈,とぼ（す）
燈,とも（す）
燈,とも（る）
輸,いた（す）
輸,うつ（す）
輸,おく（る）
諭,さと（す）
頻,しき（る）
餘,あま（す）
餘,あま（る）
賴,たの（む）
賴,たよ（る）
歷,へ（る）
澤,うるお（う）
勵,はげ（む）
據,よ（る）
擇,えら（ぶ）
擇,よ（る）
學,まな（ぶ）
擔,かつ（ぐ）
擔,にな（う）
錄,しる（す）
戰,たたか（う）
戰,おのの（く）
戰,そよ（ぐ）
隨,したが（う）
默,だま（る）
默,もだ（す）
燒,や（く）
鄰,とな（る）
衞,まも（る）
謠,うた（う）
濕,うるお（す）
濕,しめ（す）
濕,しめ（る）
舊,ふ（る）
繁,しげ（る）
薰,かお（る）
薰,た（く）
擊,う（つ）
擧,こぞ（る）
壓,お（す）
壓,へ（す）
鍊,ね（る）
潛,ひそ（む）
潛,もぐ（る）
潛,くぐ（る）
點,とぼ（す）
點,とぼ（る）
點,とも（る）
縱,はな（つ）
縱,ゆる（す）
隸,したが（う）
彌,つくろ（う）
彌,わた（る）
齋,いつ（く）
齋,つつし（む）
隱,かく（す）
營,いとな（む）
濟,す（む）
濟,すく（う）
濟,な（す）
濟,わた（す）
濟,わた（る）
禪,ゆず（る）
斷,ことわ（る）
斷,た（つ）
雙,なら（ぶ）
雙,ふた（つ）
轉,ころ（ぶ）
轉,うつ（る）
轉,まろ（ぶ）
歸,かえ（す）
歸,かえ（る）
歸,おく（る）
歸,とつ（ぐ）
禮,うやま（う）
謹,つつし（む）
獵,か（る）
辭,ことわ（る）
類,に（る）
證,あか（す）
繩,ただ（す）
贈,おく（る）
懷,なつ（く）
懷,いだ（く）
懷,おも（う）
繪,えが（く）
壞,こわ（す）
壞,やぶ（る）
鬪,たたか（う）
譯,と（く）
騷,さわ（ぐ）
騷,ぞめ（く）
覺,さと（る）
獻,たてまつ（る）
獻,まつ（る）
觸,さわ（る）
繼,つ（ぐ）
釋,お（く）
釋,と（く）
釋,ゆる（す）
續,つづ（く）
續,つ（ぐ）
辯,かた（る）
辯,と（く）
攝,と（る）
權,はか（る）
驅,か（る）
驅,お（う）
歡,よろこ（ぶ）
屬,つ（く）
疊,たた（む）
鑄,い（る）
響,ひび（く）
竊,ぬす（む）
覽,み（る）
穰,みの（る）
聽,き（く）
聽,ゆる（す）
讀,よ（む）
驗,ため（す）
顯,あらわ（す）
戀,こ（う）
囑,たの（む）
觀,しめ（す）
觀,み（る）
釀,かも（す）
讓,ゆず（る）
艷,うらや（む）
乂,か（る）
于,ゆ（く）
尸,つかさど（る）
已,や（む）
弋,と（る）
弌,ひと（つ）
丐,こ（う）
亢,たかぶ（る）
仍,よ（る）
仄,かたむ（く）
仄,そばだ（つ）
仆,ふ（す）
尹,ただ（す）
扎,ぬ（く）
曰,い（う）
曰,いわ（く）
弍,うたが（う）
弍,つ（ぐ）
弍,なら（ぶ）
弍,ふた（つ）
仗,よ（る）
仞,はか（る）
仭,はか（る）
刋,き（る）
刋,けず（る）
叨,むさぼ（る）
孕,はら（む）
孕,みごも（る）
艾,か（る）
辷,すべ（る）
伉,おご（る）
伉,なら（ぶ）
冱,こお（る）
刔,えぐ（る）
吁,なげ（く）
夸,おご（る）
夸,ほこ（る）
奸,おか（す）
屹,そばだ（つ）
并,なら（ぶ）
忖,おしはか（る）
忖,はか（る）
戍,まも（る）
扞,おお（う）
扞,ひ（く）
扞,ふせ（ぐ）
扛,かつ（ぐ）
扣,たた（く）
扠,さ（す）
扠,はさみと（る）
汕,すく（う）
阡,しげ（る）
佚,うしな（う）
估,あきな（う）
估,う（る）
佗,にな（う）
佇,たたず（む）
佇,ま（つ）
佞,おもね（る）
佞,へつら（う）
兌,よろこ（ぶ）
刪,えら（ぶ）
刪,けず（る）
甸,か（る）
听,わら（う）
吮,す（う）
吶,ども（る）
吩,ふ（く）
夾,さしはさ（む）
夾,はさ（む）
妝,よそお（う）
孚,かえ（す）
孚,はぐく（む）
彷,さまよ（う）
彷,にかよ（う）
忻,よろこ（ぶ）
忤,さから（う）
忤,もと（る）
忰,かじか（む）
抉,えぐ（る）
找,さおさ（す）
抒,く（む）
抒,のぞ（く）
抓,か（く）
抓,つね（る）
抓,つま（む）
抓,つ（む）
抖,ふる（う）
抃,う（つ）
抔,すく（う）
抛,なげう（つ）
抛,ほう（る）
旱,かわ（く）
沍,こお（る）
沁,ひた（す）
汨,しず（む）
沐,あら（う）
沐,うるお（う）
泛,あまね（く）
泛,くつがえ（す）
糺,あざな（う）
糺,ただ（す）
狃,なら（う）
芟,か（る）
芬,かお（る）
沪,こ（す）
删,えら（ぶ）
删,けず（る）
乖,そむ（く）
乖,もと（る）
侈,おご（る）
侘,ほこ（る）
佩,は（く）
侑,ゆる（す）
佯,いつわ（る）
佯,さまよ（う）
侖,おも（う）
凭,よ（る）
刮,けず（る）
刮,こす（る）
刳,えぐ（る）
刳,く（る）
刳,さ（く）
劼,つつし（む）
咏,うた（う）
呵,しか（る）
呵,ふ（く）
呵,わら（う）
呟,つぶや（く）
呷,あお（る）
呷,す（う）
呻,うな（る）
呻,うめ（く）
咀,か（む）
咄,しか（る）
咐,ふ（く）
坿,ま（す）
帚,は（く）
徂,し（ぬ）
徂,ゆ（く）
彿,にかよ（う）
忿,いか（る）
怡,よろこ（ぶ）
怙,たの（む）
怛,いた（む）
怛,おどろ（く）
怫,いか（る）
怫,ふさ（ぐ）
怫,もと（る）
怏,うら（む）
拑,つぐ（む）
拑,はさ（む）
拆,さ（く）
拆,ひら（く）
拈,つま（む）
拈,ひね（る）
拌,わ（る）
拊,う（つ）
毟,むし（る）
昃,かたむ（く）
沽,う（る）
沽,か（う）
沮,はば（む）
沮,ふせ（ぐ）
泝,さかのぼ（る）
泅,およ（ぐ）
沾,うるお（う）
沾,うるお（す）
爬,か（く）
爬,は（う）
軋,きし（む）
軋,きし（る）
炙,あぶ（る）
炙,や（く）
炒,い（る）
狎,あなど（る）
陂,かたむ（く）
疚,なや（む）
疚,や（む）
歿,し（ぬ）
苞,つつ（む）
苴,おぎな（う）
迪,みちび（く）
迪,すす（む）
迪,ふ（む）
廸,みちび（く）
廸,すす（む）
廸,ふ（む）
秉,と（る）
秉,まも（る）
罔,あざむ（く）
祀,まつ（る）
幷,なら（ぶ）
拋,なげう（つ）
拋,ほう（る）
卹,めぐ（む）
矻,はたら（く）
彽,たちもとお（る）
卻,しりぞ（く）
俔,うかが（う）
俟,ま（つ）
俘,と（る）
俑,いた（む）
剄,くびき（る）
剋,か（つ）
剋,きざ（む）
剌,そむ（く）
剌,もと（る）
匍,は（う）
匍,はらば（う）
呱,な（く）
呰,そし（る）
哇,は（く）
咢,いいあらそ（う）
咢,おどろ（く）
咸,ことごと（く）
咥,か（む）
咥,わら（う）
咬,かじ（る）
咬,か（む）
哈,すす（る）
咨,なげ（く）
咨,はか（る）
哂,あざわら（う）
哂,わら（う）
咤,しか（る）
姙,はら（む）
姙,みごも（る）
屏,おお（う）
屏,しりぞ（く）
峙,そばだ（つ）
弯,ひ（く）
徊,さまよ（う）
很,もと（る）
徇,したが（う）
徇,めぐ（る）
怱,いそ（ぐ）
恪,つつし（む）
恊,かな（う）
恃,たの（む）
恤,めぐ（む）
恂,またた（く）
恫,いた（む）
恫,おど（す）
拏,つか（む）
拏,ひ（く）
挌,う（つ）
挌,なぐ（る）
拮,せま（る）
拮,はたら（く）
拱,こまぬ（く）
拱,こまね（く）
拯,すく（う）
拵,よ（る）
畋,か（る）
斫,き（る）
昜,ひら（く）
昵,なじ（む）
柬,えら（ぶ）
胚,はら（む）
洽,うるお（う）
洽,うるお（す）
洶,わ（く）
洒,あら（う）
洒,すす（ぐ）
洒,そそ（ぐ）
癸,はか（る）
紆,まと（う）
紆,めぐ（る）
牴,さわ（る）
酊,よ（う）
炸,さ（く）
炮,あぶ（る）
炮,や（く）
炬,や（く）
炯,ひか（る）
衲,つくろ（う）
狡,くる（う）
狠,か（む）
狠,もと（る）
盻,にら（む）
眈,にら（む）
眄,み（る）
殄,ことごと（く）
殄,た（つ）
茲,しげ（る）
茲,ま（す）
茹,く（う）
茹,くさ（る）
茗,よ（う）
衍,し（く）
衍,はびこ（る）
矜,つつし（む）
矜,ほこ（る）
臾,しばら（く）
舁,か（く）
舁,かつ（ぐ）
紉,むす（ぶ）
挘,むし（る）
炷,た（く）
炷,や（く）
烟,けむ（る）
烟,けぶ（る）
倚,たの（む）
倚,よ（る）
倨,おご（る）
倥,ぬか（る）
倩,やと（う）
俾,にら（む）
俯,ふ（す）
俯,うつぶ（す）
俯,うつむ（く）
冓,く（む）
凅,こお（る）
剞,きざ（む）
剔,えぐ（る）
剔,そ（る）
哥,うた（う）
哦,うた（う）
唏,なげ（く）
哽,むせ（ぶ）
哮,たけ（る）
哭,な（く）
哢,さえず（る）
唳,な（く）
娉,と（う）
娉,めと（る）
恚,いか（る）
恚,うら（む）
悁,あせ（る）
悁,いか（る）
悛,つつし（む）
悖,もと（る）
悋,ねた（む）
拿,つか（む）
拿,ひ（く）
捐,か（う）
捍,ふせ（ぐ）
捍,まも（る）
捩,ねじ（る）
捩,もじ（る）
捩,よじ（る）
旁,よ（る）
耘,くさぎ（る）
耘,のぞ（く）
蚩,あなど（る）
栫,ふさ（ぐ）
胯,また（ぐ）
浣,あら（う）
浣,すす（ぐ）
涕,な（く）
浹,うるお（う）
浹,うるお（す）
浹,とお（る）
浹,めぐ（る）
浚,さら（う）
珥,さしはさ（む）
紊,みだ（す）
紕,かざ（る）
耿,ひか（る）
舫,もや（う）
烝,む（す）
烙,や（く）
訖,いた（る）
訖,や（む）
訐,あば（く）
袒,かたぬ（ぐ）
袒,はだぬ（ぐ）
眩,くら（む）
眩,くるめ（く）
眩,ま（う）
眩,まど（う）
陟,すす（む）
陟,のぼ（る）
陞,のぼ（る）
疼,いた（む）
疼,うず（く）
莚,はびこ（る）
莅,のぞ（む）
芻,か（る）
耆,たしな（む）
逅,あ（う）
迴,まわ（る）
迴,めぐ（る）
迸,はし（る）
迸,ほとばし（る）
竚,たたず（む）
竚,ま（つ）
站,たたず（む）
站,た（つ）
秣,まぐさか（う）
盍,あ（う）
盍,おお（う）
舐,ねぶ（る）
虔,うば（う）
虔,ころ（す）
虔,つつし（む）
祗,つつし（む）
祠,まつ（る）
祓,はら（う）
祟,たた（る）
捓,からか（う）
偃,おご（る）
偃,ふ（す）
偈,いこ（う）
偸,ぬす（む）
做,な（す）
剪,き（る）
剪,つ（む）
剪,はさ（む）
匐,は（う）
匐,はらば（う）
唹,わら（う）
啀,いが（む）
售,う（る）
啜,すす（る）
啜,すすりな（く）
啅,さえず（る）
啅,ついば（む）
啖,く（う）
啗,く（う）
唸,うな（る）
圉,か（う）
圉,ふせ（ぐ）
堋,ほうむ（る）
婉,したが（う）
娶,めと（る）
婪,むさぼ（る）
崛,そばだ（つ）
彗,は（く）
徙,うつ（す）
徙,うつ（る）
徘,さまよ（う）
惓,う（む）
悴,かじか（む）
悽,いた（む）
惆,いた（む）
惆,うら（む）
悵,いた（む）
悵,うら（む）
戛,う（つ）
扈,したが（う）
扈,つきそ（う）
扈,はびこ（る）
掖,わきばさ（む）
掎,ひ（く）
捶,う（つ）
捶,むちう（つ）
掏,えら（ぶ）
掏,す（る）
掉,ふ（る）
掉,ふる（う）
捫,と（る）
捫,ひね（る）
旌,あらわ（す）
敖,あそ（ぶ）
敖,おご（る）
晞,かわ（く）
晞,さら（す）
晞,ほ（す）
晤,あ（う）
梳,くしけず（る）
梳,す（く）
梳,と（く）
梟,さら（す）
梏,しば（る）
梏,みだ（す）
曼,ひ（く）
跂,は（う）
鹵,うば（う）
淹,ひた（す）
淬,にら（ぐ）
涵,うるお（す）
涵,ひた（す）
淙,そそ（ぐ）
淆,にご（る）
淆,みだ（す）
淪,しず（む）
淪,ほろ（ぶ）
笞,むちう（つ）
欷,すすりな（く）
欷,なげ（く）
硅,やぶ（る）
紿,あざむ（く）
絆,つな（ぐ）
絆,ほだ（す）
紲,しば（る）
紲,つな（ぐ）
犁,す（く）
酖,ふけ（る）
聆,き（く）
聆,さと（る）
聊,たよ（る）
烱,ひか（る）
訛,あやま（る）
訛,いつわ（る）
訛,なま（る）
訝,いぶか（る）
訥,ども（る）
勒,きざ（む）
勒,ほ（る）
猜,うたが（う）
猜,そね（む）
猜,ねた（む）
猖,くる（う）
猖,たけりくる（う）
眥,にら（む）
眦,にら（む）
疵,そし（る）
痒,や（む）
貶,けな（す）
貶,さげす（む）
貶,そし（る）
逑,あ（う）
逡,しさ（る）
逡,しりぞ（く）
逡,ためら（う）
逍,さまよ（う）
逎,せま（る）
竟,わた（る）
衒,う（る）
衒,てら（う）
舂,うすづ（く）
舂,つ（く）
屛,おお（う）
屛,しりぞ（く）
悤,いそ（ぐ）
偷,ぬす（む）
傚,なら（う）
傅,かしず（く）
傅,つ（く）
剴,き（る）
啣,ふく（む）
喀,は（く）
喊,さけ（ぶ）
喟,なげ（く）
啾,な（く）
喘,あえ（ぐ）
喘,せ（く）
喞,かこ（つ）
喞,そそ（ぐ）
喞,な（く）
啼,な（く）
喃,しゃべ（る）
堙,ふさ（ぐ）
奠,まつ（る）
奢,おご（る）
孳,う（む）
孳,しげ（る）
寐,ね（る）
屠,さ（く）
屠,ほふ（る）
孱,おと（る）
嵌,はめこ（む）
弑,ころ（す）
徨,さまよ（う）
愕,おどろ（く）
惺,さと（る）
惻,いた（む）
愎,もと（る）
戞,う（つ）
掣,ひ（く）
揩,こす（る）
揩,す（る）
揩,ぬぐ（う）
揀,えら（ぶ）
揆,はか（る）
揣,おしはか（る）
揣,はか（る）
揉,も（む）
揶,からか（う）
敝,やぶ（る）
黹,ぬ（う）
椄,つ（ぐ）
棹,さおさ（す）
跖,ふ（む）
跌,あやま（つ）
跌,つまず（く）
跛,かたよ（る）
跋,つまず（く）
跋,ふ（む）
渙,ち（る）
湮,しず（む）
湮,ふさ（ぐ）
湫,とどこお（る）
渾,にご（る）
渫,けが（す）
渫,さら（う）
游,あそ（ぶ）
游,およ（ぐ）
湎,しず（む）
軫,いた（む）
馮,いか（る）
馮,かちわた（る）
馮,たの（む）
馮,つ（く）
馮,よ（る）
馭,あやつ（る）
馭,の（る）
釿,き（る）
釿,た（つ）
鈞,はか（る）
鈔,うつ（す）
絎,ぬ（う）
絏,しば（る）
絏,つな（ぐ）
犂,す（く）
犇,はし（る）
犇,ひしめ（く）
焜,かがや（く）
焙,あぶ（る）
詛,そし（る）
詛,ちか（う）
詛,のろ（う）
詈,ののし（る）
訶,しか（る）
詁,と（く）
詁,よ（む）
詆,あば（く）
詆,しか（る）
詆,そし（る）
詒,あざむ（く）
詒,おく（る）
詒,のこ（す）
覃,およ（ぶ）
覃,ひ（く）
睇,ぬすみみ（る）
痙,ひきつ（る）
辜,そむ（く）
甦,よみがえ（る）
葆,しげ（る）
葆,たも（つ）
葆,つつ（む）
覘,うかが（う）
覘,のぞ（く）
皓,ひか（る）
貽,おく（る）
貽,のこ（す）
賁,かざ（る）
竢,ま（つ）
竦,すく（む）
竦,つつし（む）
稍,ようや（く）
趁,お（う）
趁,おもむ（く）
趁,ゆきなや（む）
翔,かけ（る）
翔,と（ぶ）
孶,う（む）
孶,しげ（る）
逬,はし（る）
逬,ほとばし（る）
跎,つまず（く）
愒,いこ（う）
愒,おど（す）
愒,むさぼ（る）
喑,な（く）
焠,にら（ぐ）
焠,や（く）
猋,はし（る）
傴,かが（む）
傴,つつし（む）
剿,かすめと（る）
剿,た（つ）
剽,かすめと（る）
勦,かすめと（る）
勦,た（つ）
飭,ただ（す）
飭,つつし（む）
匯,めぐ（る）
嗚,なげ（く）
嗟,なげ（く）
嗜,たしな（む）
嗤,あざわら（う）
嗤,わら（う）
嗔,いか（る）
嫋,そよ（ぐ）
幎,おお（う）
愆,あやま（つ）
愆,あやま（る）
慍,いか（る）
慍,うら（む）
愾,いか（る）
愾,なげ（く）
愴,いた（む）
戡,か（つ）
戡,ころ（す）
搆,ひ（く）
搦,と（る）
搶,つ（く）
搓,も（む）
搓,よ（る）
搗,う（つ）
搗,か（つ）
搗,たた（く）
搗,つ（く）
搏,う（つ）
搏,と（る）
搏,はばた（く）
搨,うつ（す）
搨,す（る）
斟,おしはか（る）
斟,く（む）
暈,くら（む）
暈,ぼか（す）
暉,かがや（く）
暉,ひか（る）
耡,す（く）
耡,たがや（す）
蛻,もぬけ（る）
楫,こ（ぐ）
楞,かどば（る）
跟,したが（う）
跪,ひざまず（く）
溥,し（く）
溷,にご（る）
滔,うご（く）
滔,はびこ（る）
溲,そそ（ぐ）
溲,ひた（す）
筮,うらな（う）
筴,はさ（む）
歇,やす（む）
歇,や（む）
歃,すす（る）
肄,なら（う）
雍,いだ（く）
雍,ふさ（ぐ）
鉗,はさ（む）
酩,よ（う）
聘,と（う）
聘,まね（く）
聘,め（す）
聘,めと（る）
煥,かがや（く）
煌,かがや（く）
煬,あぶ（る）
煬,や（く）
煦,めぐ（む）
詭,あざむ（く）
詭,いつわ（る）
詭,そむ（く）
詢,と（う）
詢,はか（る）
詬,そし（る）
詬,ののし（る）
誅,う（つ）
誅,ころ（す）
閙,さわ（ぐ）
裼,かたぬ（ぐ）
裼,はだぬ（ぐ）
裨,おぎな（う）
躱,かわ（す）
猾,みだ（す）
睨,かたむ（く）
睨,にら（む）
睚,にら（む）
睥,にら（む）
隕,うしな（う）
隕,し（ぬ）
粲,わら（う）
辟,かたよ（る）
辟,ひら（く）
辟,め（す）
蒭,か（る）
賈,あきな（う）
賈,う（る）
賈,か（う）
貲,あがな（う）
遒,せま（る）
遏,さえぎ（る）
遏,た（つ）
逾,こ（す）
遉,うかが（う）
遉,さぐ（る）
稟,もう（す）
禀,もう（す）
稠,しげ（る）
衙,まい（る）
罨,おお（う）
